"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1226","should disable register button when all fields are empty","firefox","Wed Mar 12 11:05:14 GMT 2025","passed","Wed Mar 12 11:05:16 GMT 2025","Registration Page Validation","test/registerPage.spec.ts","",""
"","907","should show error when passwords do not match","chromium","Wed Mar 12 11:04:39 GMT 2025","passed","Wed Mar 12 11:04:40 GMT 2025","Registration Page Validation","test/registerPage.spec.ts","",""
"","2092","validate with only valid password field","webkit","Wed Mar 12 11:05:39 GMT 2025","passed","Wed Mar 12 11:05:41 GMT 2025","Login Page Validation","test/mainPage.spec.ts","",""
"","2459","should show error when first name is missing","firefox","Wed Mar 12 11:05:16 GMT 2025","passed","Wed Mar 12 11:05:18 GMT 2025","Registration Page Validation","test/registerPage.spec.ts","",""
"","2748","should register successfully with valid data","firefox","Wed Mar 12 11:05:13 GMT 2025","passed","Wed Mar 12 11:05:16 GMT 2025","Registration Page Validation","test/registerPage.spec.ts","",""
"","2116","should show error when first name is missing","webkit","Wed Mar 12 11:05:41 GMT 2025","passed","Wed Mar 12 11:05:43 GMT 2025","Registration Page Validation","test/registerPage.spec.ts","",""
"","10875","validate with empty login and password fields","webkit","Wed Mar 12 11:05:23 GMT 2025","passed","Wed Mar 12 11:05:33 GMT 2025","Login Page Validation","test/mainPage.spec.ts","",""
"","1939","should register successfully with valid data","chromium","Wed Mar 12 11:04:36 GMT 2025","passed","Wed Mar 12 11:04:38 GMT 2025","Registration Page Validation","test/registerPage.spec.ts","",""
"","12799","validate with invalid login and password fields","chromium","Wed Mar 12 11:04:17 GMT 2025","passed","Wed Mar 12 11:04:29 GMT 2025","Login Page Validation","test/mainPage.spec.ts","",""
"","1573","should show error when passwords do not match","webkit","Wed Mar 12 11:05:42 GMT 2025","passed","Wed Mar 12 11:05:44 GMT 2025","Registration Page Validation","test/registerPage.spec.ts","",""
"","1201","should disable register button when all fields are empty","webkit","Wed Mar 12 11:05:40 GMT 2025","passed","Wed Mar 12 11:05:42 GMT 2025","Registration Page Validation","test/registerPage.spec.ts","",""
"","1946","validate with only valid password field","chromium","Wed Mar 12 11:04:36 GMT 2025","passed","Wed Mar 12 11:04:38 GMT 2025","Login Page Validation","test/mainPage.spec.ts","",""
"","2256","should show error when passwords do not match","firefox","Wed Mar 12 11:05:16 GMT 2025","passed","Wed Mar 12 11:05:18 GMT 2025","Registration Page Validation","test/registerPage.spec.ts","",""
"","11649","validate with empty login and password fields","chromium","Wed Mar 12 11:04:17 GMT 2025","passed","Wed Mar 12 11:04:28 GMT 2025","Login Page Validation","test/mainPage.spec.ts","",""
